"value" "Method" "null_or_alt"
0.0959940531524779 "rdc" "null"
0.113467730335301 "rdc" "null"
0.0963510428137214 "rdc" "null"
0.109773004129102 "rdc" "null"
0.112586888353199 "rdc" "null"
0.122829729690335 "rdc" "null"
0.148171926182831 "rdc" "null"
0.0893401310898374 "rdc" "null"
0.126319219481756 "rdc" "null"
0.130201032779113 "rdc" "null"
0.102820193140261 "rdc" "null"
0.217371064331883 "rdc" "null"
0.123044437983369 "rdc" "null"
0.15645809250176 "rdc" "null"
0.0941065838135634 "rdc" "null"
0.131070794194692 "rdc" "null"
0.0989593170448358 "rdc" "null"
0.139417962820711 "rdc" "null"
0.0794712981831476 "rdc" "null"
0.113158589545224 "rdc" "null"
0.067942224179972 "rdc" "null"
0.111800271384648 "rdc" "null"
0.0992866309069494 "rdc" "null"
0.0998579693823865 "rdc" "null"
0.13253014086811 "rdc" "null"
0.112821647008343 "rdc" "null"
0.120838894617192 "rdc" "null"
0.0890488140566205 "rdc" "null"
0.136580351000839 "rdc" "null"
0.114010307912479 "rdc" "null"
0.115839845989236 "rdc" "null"
0.118925784665982 "rdc" "null"
0.149271409700502 "rdc" "null"
0.0849664460387969 "rdc" "null"
0.139240039802048 "rdc" "null"
0.0888197086616557 "rdc" "null"
0.136896581251568 "rdc" "null"
0.139750350401282 "rdc" "null"
0.116965844793833 "rdc" "null"
0.122418286221308 "rdc" "null"
0.132794446929601 "rdc" "null"
0.110602626359018 "rdc" "null"
0.138654556915308 "rdc" "null"
0.0760575481064992 "rdc" "null"
0.10834346561425 "rdc" "null"
0.0869746627341567 "rdc" "null"
0.101182791761772 "rdc" "null"
0.135649098021307 "rdc" "null"
0.106418550691333 "rdc" "null"
0.0914442906829388 "rdc" "null"
0.127210036842357 "rdc" "null"
0.101780789027338 "rdc" "null"
0.095658182190259 "rdc" "null"
0.0976825560129829 "rdc" "null"
0.100456290554261 "rdc" "null"
0.103130320930607 "rdc" "null"
0.121551419749112 "rdc" "null"
0.05147546602693 "rdc" "null"
0.0747782932770262 "rdc" "null"
0.0938391628998135 "rdc" "null"
0.119755676389298 "rdc" "null"
0.0984156884861409 "rdc" "null"
0.116403991474819 "rdc" "null"
0.115485059889839 "rdc" "null"
0.143763293791991 "rdc" "null"
0.104935678447805 "rdc" "null"
0.103297804971842 "rdc" "null"
0.0883781026640823 "rdc" "null"
0.108813672486482 "rdc" "null"
0.0788775419790601 "rdc" "null"
0.0817294730104357 "rdc" "null"
0.112217650040099 "rdc" "null"
0.134929770004758 "rdc" "null"
0.0741242488327157 "rdc" "null"
0.130622490364021 "rdc" "null"
0.124014062600302 "rdc" "null"
0.132620402289722 "rdc" "null"
0.127669633154642 "rdc" "null"
0.110784382394778 "rdc" "null"
0.0888755480253653 "rdc" "null"
0.115744686269463 "rdc" "null"
0.0974990655250625 "rdc" "null"
0.0727574985944746 "rdc" "null"
0.115941372635835 "rdc" "null"
0.129701234712901 "rdc" "null"
0.105156247675227 "rdc" "null"
0.0508397290799589 "rdc" "null"
0.0960914714691104 "rdc" "null"
0.0827055688442001 "rdc" "null"
0.110888489536432 "rdc" "null"
0.0840498568035753 "rdc" "null"
0.104483127355548 "rdc" "null"
0.156224236399967 "rdc" "null"
0.113693213631745 "rdc" "null"
0.132241289219302 "rdc" "null"
0.0970603424292687 "rdc" "null"
0.111602198222605 "rdc" "null"
0.10498804624097 "rdc" "null"
0.125380176649182 "rdc" "null"
0.100310914772679 "rdc" "null"
0.0883826123975731 "rdc" "null"
0.0957758071903948 "rdc" "null"
0.0894854116584066 "rdc" "null"
0.100023324055191 "rdc" "null"
0.0577604130845933 "rdc" "null"
0.081629721603142 "rdc" "null"
0.107787594082738 "rdc" "null"
0.116663463866413 "rdc" "null"
0.111670271251913 "rdc" "null"
0.127662368085325 "rdc" "null"
0.0817216659189857 "rdc" "null"
0.0896013255794913 "rdc" "null"
0.150298458562493 "rdc" "null"
0.163292693790552 "rdc" "null"
0.118043310997045 "rdc" "null"
0.0902741304988474 "rdc" "null"
0.102295691218 "rdc" "null"
0.0869884812556705 "rdc" "null"
0.130602419427963 "rdc" "null"
0.0959746653258298 "rdc" "null"
0.126279090546202 "rdc" "null"
0.0569162899625391 "rdc" "null"
0.0813405464452241 "rdc" "null"
0.106253924557711 "rdc" "null"
0.0979770502106863 "rdc" "null"
0.0954182510740443 "rdc" "null"
0.0906035465009546 "rdc" "null"
0.131197205258491 "rdc" "null"
0.109717085694934 "rdc" "null"
0.101586391195115 "rdc" "null"
0.111657551243394 "rdc" "null"
0.156558182818055 "rdc" "null"
0.139246191722896 "rdc" "null"
0.109467837543355 "rdc" "null"
0.0998936785826021 "rdc" "null"
0.129550207742517 "rdc" "null"
0.129004652275966 "rdc" "null"
0.170434886854824 "rdc" "null"
0.0818019010889601 "rdc" "null"
0.0756953112256936 "rdc" "null"
0.0844369858425577 "rdc" "null"
0.158141885533175 "rdc" "null"
0.123942794529766 "rdc" "null"
0.0945868590338267 "rdc" "null"
0.11379774635446 "rdc" "null"
0.117242452933115 "rdc" "null"
0.13537013420294 "rdc" "null"
0.087232366742112 "rdc" "null"
0.129179388848507 "rdc" "null"
0.107902332265955 "rdc" "null"
0.0881111465147616 "rdc" "null"
0.113081629426253 "rdc" "null"
0.119290079124064 "rdc" "null"
0.103671816532508 "rdc" "null"
0.141537279669424 "rdc" "null"
0.122587586874517 "rdc" "null"
0.102863358341745 "rdc" "null"
0.153576778262305 "rdc" "null"
0.0934162990674696 "rdc" "null"
0.0949393119529154 "rdc" "null"
0.0963620333195298 "rdc" "null"
0.128373314435278 "rdc" "null"
0.110225353531131 "rdc" "null"
0.105147093765108 "rdc" "null"
0.132692855258343 "rdc" "null"
0.0679462136695287 "rdc" "null"
0.13901382077901 "rdc" "null"
0.100014887996588 "rdc" "null"
0.121416193595753 "rdc" "null"
0.0857293556443407 "rdc" "null"
0.0975062332477206 "rdc" "null"
0.096201160051362 "rdc" "null"
0.0889629151962695 "rdc" "null"
0.134283063789053 "rdc" "null"
0.0794346439153344 "rdc" "null"
0.118097098237808 "rdc" "null"
0.157271212884888 "rdc" "null"
0.112933493135869 "rdc" "null"
0.104494939666135 "rdc" "null"
0.108851407101665 "rdc" "null"
0.0682516786631586 "rdc" "null"
0.0701997061826523 "rdc" "null"
0.130679283812291 "rdc" "null"
0.121057782474589 "rdc" "null"
0.0936805025507668 "rdc" "null"
0.0780581853007312 "rdc" "null"
0.163382639895947 "rdc" "null"
0.138041496587258 "rdc" "null"
0.0970046037088248 "rdc" "null"
0.162405857781383 "rdc" "null"
0.0888212373312885 "rdc" "null"
0.104436980768406 "rdc" "null"
0.0878560157490156 "rdc" "null"
0.0363578737191653 "rdc" "null"
0.137544290127453 "rdc" "null"
0.139895660652909 "rdc" "null"
0.0956468299737534 "rdc" "null"
0.0899816019084991 "rdc" "null"
0.113186394733293 "rdc" "null"
0.0781307625571964 "rdc" "null"
0.0920945834103757 "rdc" "null"
0.0880708582331201 "rdc" "null"
0.138502190542701 "rdc" "null"
0.134021281568431 "rdc" "null"
0.0935763451388998 "rdc" "null"
0.120273505911367 "rdc" "null"
0.0987373584895393 "rdc" "null"
0.0601499911518694 "rdc" "null"
0.0997413612081758 "rdc" "null"
0.109154161169209 "rdc" "null"
0.109194072630705 "rdc" "null"
0.117436429151735 "rdc" "null"
0.116111951478553 "rdc" "null"
0.0787003711281961 "rdc" "null"
0.0850664134255986 "rdc" "null"
0.0998157832760727 "rdc" "null"
0.10603662600322 "rdc" "null"
0.166563367456261 "rdc" "null"
0.12449590141643 "rdc" "null"
0.144090221144174 "rdc" "null"
0.12123719853159 "rdc" "null"
0.144354836810162 "rdc" "null"
0.136048002736162 "rdc" "null"
0.0654571804651507 "rdc" "null"
0.0917899875990216 "rdc" "null"
0.122446394041781 "rdc" "null"
0.111249884785131 "rdc" "null"
0.112728417697834 "rdc" "null"
0.120322886664023 "rdc" "null"
0.120364582420817 "rdc" "null"
0.147878613829732 "rdc" "null"
0.115415743267178 "rdc" "null"
0.135383657013304 "rdc" "null"
0.105403672902028 "rdc" "null"
0.146147038175807 "rdc" "null"
0.099526088339351 "rdc" "null"
0.0875998439256695 "rdc" "null"
0.115792439521942 "rdc" "null"
0.101170083425664 "rdc" "null"
0.113001620778489 "rdc" "null"
0.0785343870404303 "rdc" "null"
0.117040264631523 "rdc" "null"
0.122481687580149 "rdc" "null"
0.0721513908668744 "rdc" "null"
0.0761550436500575 "rdc" "null"
0.118276625550126 "rdc" "null"
0.12142181958737 "rdc" "null"
0.0914771610086119 "rdc" "null"
0.147037586628823 "rdc" "null"
0.108026582654777 "rdc" "null"
0.0961401025423416 "rdc" "null"
0.121363977236707 "rdc" "null"
0.0837702834695786 "rdc" "null"
0.160608119476581 "rdc" "null"
0.0645192307462368 "rdc" "null"
0.128325054832105 "rdc" "null"
0.0911302445879225 "rdc" "null"
0.177796488770229 "rdc" "null"
0.0860554590108856 "rdc" "null"
0.102764859085973 "rdc" "null"
0.0832053294130482 "rdc" "null"
0.0898728141949276 "rdc" "null"
0.0950065865674413 "rdc" "null"
0.114291845121231 "rdc" "null"
0.076830024867969 "rdc" "null"
0.10010165617421 "rdc" "null"
0.100009246458819 "rdc" "null"
0.105702729557705 "rdc" "null"
0.109907568019002 "rdc" "null"
0.137229740372351 "rdc" "null"
0.125035763135218 "rdc" "null"
0.0777078151732149 "rdc" "null"
0.11053633748459 "rdc" "null"
0.117922070210117 "rdc" "null"
0.110470783426976 "rdc" "null"
0.108211887564747 "rdc" "null"
0.124529144863688 "rdc" "null"
0.0821175546305444 "rdc" "null"
0.115433504583868 "rdc" "null"
0.0928057279402844 "rdc" "null"
0.108934971751309 "rdc" "null"
0.101278768212815 "rdc" "null"
0.107505357145592 "rdc" "null"
0.118412485932843 "rdc" "null"
0.0919064689290836 "rdc" "null"
0.0952202437176336 "rdc" "null"
0.0835519444636323 "rdc" "null"
0.0900829792310793 "rdc" "null"
0.0965744802178386 "rdc" "null"
0.0641167453531073 "rdc" "null"
0.0988626820639304 "rdc" "null"
0.106908486368368 "rdc" "null"
0.1109987405981 "rdc" "null"
0.0916856130477439 "rdc" "null"
0.132203232683172 "rdc" "null"
0.130780891781155 "rdc" "null"
0.106535193128073 "rdc" "null"
0.110953459751352 "rdc" "null"
0.0968483522622745 "rdc" "null"
0.114648787489605 "rdc" "null"
0.113832771990509 "rdc" "null"
0.0877366380585583 "rdc" "null"
0.147739832571587 "rdc" "null"
0.0844814221408938 "rdc" "null"
0.134854485313201 "rdc" "null"
0.113568714580275 "rdc" "null"
0.128472808123998 "rdc" "null"
0.128487791879626 "rdc" "null"
0.0643225883907452 "rdc" "null"
0.129107092099377 "rdc" "null"
0.0995146399990086 "rdc" "null"
0.105510142531883 "rdc" "null"
0.146181611838763 "rdc" "null"
0.120297580537485 "rdc" "null"
0.136052317523122 "rdc" "null"
0.118133482015989 "rdc" "null"
0.12567239026362 "rdc" "null"
0.115760855879748 "rdc" "null"
0.137506254324222 "rdc" "null"
0.13356501708664 "rdc" "null"
0.0712841087981928 "rdc" "null"
0.1248008705452 "rdc" "null"
0.0956076644548798 "rdc" "null"
0.117156693364098 "rdc" "null"
0.0932006625337256 "rdc" "null"
0.106359355585171 "rdc" "null"
0.106843705503479 "rdc" "null"
0.108418360309249 "rdc" "null"
0.0607165141723965 "rdc" "null"
0.121450145784407 "rdc" "null"
0.112816614310357 "rdc" "null"
0.114029953060987 "rdc" "null"
0.126437081680833 "rdc" "null"
0.128391369592477 "rdc" "null"
0.135324896633972 "rdc" "null"
0.0786418507066512 "rdc" "null"
0.111285093746232 "rdc" "null"
0.109993005423289 "rdc" "null"
0.114668798198343 "rdc" "null"
0.140062994051168 "rdc" "null"
0.105185359682299 "rdc" "null"
0.106983956192713 "rdc" "null"
0.0890525387539349 "rdc" "null"
0.10597250499745 "rdc" "null"
0.066819306275795 "rdc" "null"
0.0792579424645682 "rdc" "null"
0.12140670605049 "rdc" "null"
0.0951615991694068 "rdc" "null"
0.0701346116907946 "rdc" "null"
0.124669598747307 "rdc" "null"
0.0944425215475671 "rdc" "null"
0.168399191413517 "rdc" "null"
0.134764660050519 "rdc" "null"
0.0950350172477867 "rdc" "null"
0.102845912966694 "rdc" "null"
0.0605549953963697 "dcor" "null"
0.0597953420208623 "dcor" "null"
0.052702622461002 "dcor" "null"
0.0474264501599301 "dcor" "null"
0.0588151107143208 "dcor" "null"
0.0454944832836561 "dcor" "null"
0.0644507469015095 "dcor" "null"
0.0608899452483701 "dcor" "null"
0.058062187834159 "dcor" "null"
0.0742489243384747 "dcor" "null"
0.0704726512548962 "dcor" "null"
0.061248101658844 "dcor" "null"
0.047421486386193 "dcor" "null"
0.0624758928408123 "dcor" "null"
0.097055767616569 "dcor" "null"
0.0512450791195814 "dcor" "null"
0.0732568567209884 "dcor" "null"
0.0537299195891537 "dcor" "null"
0.0618467824747433 "dcor" "null"
0.0686530169865656 "dcor" "null"
0.0630720967158334 "dcor" "null"
0.0533979560373774 "dcor" "null"
0.0475227797650697 "dcor" "null"
0.0429557315104667 "dcor" "null"
0.0540777666693372 "dcor" "null"
0.0800244771306672 "dcor" "null"
0.0586046054406005 "dcor" "null"
0.0512061025905501 "dcor" "null"
0.0622490992172302 "dcor" "null"
0.0555344741627031 "dcor" "null"
0.0736764575591635 "dcor" "null"
0.0528384257502279 "dcor" "null"
0.047498491041181 "dcor" "null"
0.0621377828156226 "dcor" "null"
0.0644275496041356 "dcor" "null"
0.0730346059780086 "dcor" "null"
0.0571650122259841 "dcor" "null"
0.0610987016858152 "dcor" "null"
0.0560902343599093 "dcor" "null"
0.0723353073256372 "dcor" "null"
0.0624093099559527 "dcor" "null"
0.0631847125114544 "dcor" "null"
0.0748337904879992 "dcor" "null"
0.0527763624066615 "dcor" "null"
0.0533326132288046 "dcor" "null"
0.0479600631628407 "dcor" "null"
0.0493455341463038 "dcor" "null"
0.088490204538381 "dcor" "null"
0.0536282211486776 "dcor" "null"
0.0547766596920283 "dcor" "null"
0.0741635954864688 "dcor" "null"
0.0540871975655393 "dcor" "null"
0.0659890644837259 "dcor" "null"
0.0740998331168763 "dcor" "null"
0.0502459057321725 "dcor" "null"
0.0681984869434809 "dcor" "null"
0.0578829652952757 "dcor" "null"
0.0692655045230573 "dcor" "null"
0.0531676808809893 "dcor" "null"
0.0665114049223716 "dcor" "null"
0.0603035937408888 "dcor" "null"
0.0538294032981837 "dcor" "null"
0.0944714817403071 "dcor" "null"
0.0683412350573285 "dcor" "null"
0.0868450877622252 "dcor" "null"
0.0677001244750198 "dcor" "null"
0.0541878576234507 "dcor" "null"
0.0602172514180679 "dcor" "null"
0.0583611019973338 "dcor" "null"
0.056313378937534 "dcor" "null"
0.0598248789772412 "dcor" "null"
0.0580582965752166 "dcor" "null"
0.0499236787603233 "dcor" "null"
0.0762006512308983 "dcor" "null"
0.0548669112164415 "dcor" "null"
0.0604456284449495 "dcor" "null"
0.0503592732953771 "dcor" "null"
0.0586591274667687 "dcor" "null"
0.0549141487780261 "dcor" "null"
0.0585909363592895 "dcor" "null"
0.0825824065475769 "dcor" "null"
0.0632963581156075 "dcor" "null"
0.0542591471331724 "dcor" "null"
0.0797855109777961 "dcor" "null"
0.0659651448773809 "dcor" "null"
0.0635859640576465 "dcor" "null"
0.0575350732421781 "dcor" "null"
0.0585549622040889 "dcor" "null"
0.0528190379694115 "dcor" "null"
0.0713996580591509 "dcor" "null"
0.0841082158037229 "dcor" "null"
0.0828934274145746 "dcor" "null"
0.0611092512732326 "dcor" "null"
0.064818801818965 "dcor" "null"
0.0568294343795418 "dcor" "null"
0.0476794467127914 "dcor" "null"
0.0447203396940261 "dcor" "null"
0.0506699003939863 "dcor" "null"
0.0696631480870122 "dcor" "null"
0.0736546999970552 "dcor" "null"
0.0474957582806129 "dcor" "null"
0.0599351424473413 "dcor" "null"
0.0656681879272233 "dcor" "null"
0.0519976991576532 "dcor" "null"
0.0692813110920148 "dcor" "null"
0.0553660166708312 "dcor" "null"
0.0496190458007973 "dcor" "null"
0.0724618097771123 "dcor" "null"
0.0787520886359859 "dcor" "null"
0.0774433011280276 "dcor" "null"
0.0472088017339406 "dcor" "null"
0.0694500559395408 "dcor" "null"
0.0561961851085721 "dcor" "null"
0.0522655710361575 "dcor" "null"
0.0419236256407783 "dcor" "null"
0.0480395221435114 "dcor" "null"
0.0537529950901949 "dcor" "null"
0.0574694527259718 "dcor" "null"
0.050567465312444 "dcor" "null"
0.0497392648230292 "dcor" "null"
0.0588439289007028 "dcor" "null"
0.0621743088845934 "dcor" "null"
0.0491873710110194 "dcor" "null"
0.0875940371072114 "dcor" "null"
0.0690636251342402 "dcor" "null"
0.0534833492004314 "dcor" "null"
0.0727199914499704 "dcor" "null"
0.0573461745597108 "dcor" "null"
0.0704200730198676 "dcor" "null"
0.0602898231466147 "dcor" "null"
0.0606225126569656 "dcor" "null"
0.0507972797549143 "dcor" "null"
0.0653979095971975 "dcor" "null"
0.056565960641123 "dcor" "null"
0.0616277737608761 "dcor" "null"
0.0535547511153484 "dcor" "null"
0.0478451289182314 "dcor" "null"
0.0514981175491308 "dcor" "null"
0.0804061361812042 "dcor" "null"
0.0522691134370304 "dcor" "null"
0.0707777561558719 "dcor" "null"
0.0482453348260705 "dcor" "null"
0.0645302435980551 "dcor" "null"
0.0694258132766529 "dcor" "null"
0.0600756198661024 "dcor" "null"
0.0587568225018794 "dcor" "null"
0.0593361960515724 "dcor" "null"
0.0578468164520788 "dcor" "null"
0.0568630225542649 "dcor" "null"
0.0699167609366535 "dcor" "null"
0.0663320198950477 "dcor" "null"
0.0620118863819472 "dcor" "null"
0.0646811821657853 "dcor" "null"
0.0514495034642173 "dcor" "null"
0.067986990978287 "dcor" "null"
0.0551313699758493 "dcor" "null"
0.0753306207853295 "dcor" "null"
0.0620636116719393 "dcor" "null"
0.0714827108948648 "dcor" "null"
0.0473649564325216 "dcor" "null"
0.0552213162651951 "dcor" "null"
0.0497933228344209 "dcor" "null"
0.0559329216107998 "dcor" "null"
0.0492345183327288 "dcor" "null"
0.0679414994570101 "dcor" "null"
0.0527844970018818 "dcor" "null"
0.052312938301753 "dcor" "null"
0.0591732390594202 "dcor" "null"
0.0605673736385263 "dcor" "null"
0.0787137105267172 "dcor" "null"
0.0511262074981559 "dcor" "null"
0.0695740974814314 "dcor" "null"
0.0718473463015105 "dcor" "null"
0.0719618021555804 "dcor" "null"
0.071635549598958 "dcor" "null"
0.06294124768419 "dcor" "null"
0.0700078967277898 "dcor" "null"
0.0451956179754139 "dcor" "null"
0.0570022526127792 "dcor" "null"
0.053350959140564 "dcor" "null"
0.0546490948377211 "dcor" "null"
0.0529614613312199 "dcor" "null"
0.0603040454010937 "dcor" "null"
0.0599216454623378 "dcor" "null"
0.0649574316425982 "dcor" "null"
0.0945311727207142 "dcor" "null"
0.0519059295499518 "dcor" "null"
0.0678715180094166 "dcor" "null"
0.074838590858069 "dcor" "null"
0.0913533001694598 "dcor" "null"
0.0458316321015508 "dcor" "null"
0.0516420689198134 "dcor" "null"
0.0811524038938724 "dcor" "null"
0.0584118460241775 "dcor" "null"
0.0600558815256027 "dcor" "null"
0.0559292797314048 "dcor" "null"
0.0427658198986632 "dcor" "null"
0.0571967835692187 "dcor" "null"
0.0515653957942603 "dcor" "null"
0.0733756873742076 "dcor" "null"
0.0655641879546839 "dcor" "null"
0.0736124680221228 "dcor" "null"
0.0537773242668755 "dcor" "null"
0.0641888504774876 "dcor" "null"
0.0595601969901296 "dcor" "null"
0.091348530163671 "dcor" "null"
0.0579008844492032 "dcor" "null"
0.101822711282643 "dcor" "null"
0.0495722079153597 "dcor" "null"
0.0596784362521265 "dcor" "null"
0.0563388069069247 "dcor" "null"
0.0492083763104612 "dcor" "null"
0.0532935666220604 "dcor" "null"
0.0538961782057083 "dcor" "null"
0.0609941478698482 "dcor" "null"
0.0512561509742261 "dcor" "null"
0.0431712706309246 "dcor" "null"
0.0573494328629751 "dcor" "null"
0.0539827673216717 "dcor" "null"
0.0455826053514867 "dcor" "null"
0.0623603669403248 "dcor" "null"
0.0494175863966597 "dcor" "null"
0.0513795056614455 "dcor" "null"
0.0653279599571912 "dcor" "null"
0.0653477421036673 "dcor" "null"
0.0806414940308381 "dcor" "null"
0.0626427898400589 "dcor" "null"
0.108671168130431 "dcor" "null"
0.136343986368955 "dcor" "null"
0.0544968772381621 "dcor" "null"
0.0409185700403905 "dcor" "null"
0.0682682817986302 "dcor" "null"
0.0682452823080149 "dcor" "null"
0.0710157815048454 "dcor" "null"
0.0692972468453315 "dcor" "null"
0.0467725731064385 "dcor" "null"
0.0502941133673821 "dcor" "null"
0.0714576090167942 "dcor" "null"
0.0576447073356523 "dcor" "null"
0.0465549488283073 "dcor" "null"
0.0503624110081762 "dcor" "null"
0.0572273814022936 "dcor" "null"
0.0612892838499327 "dcor" "null"
0.0715905220823775 "dcor" "null"
0.0547855766863089 "dcor" "null"
0.0632380803594764 "dcor" "null"
0.0499280594899004 "dcor" "null"
0.0620748195866755 "dcor" "null"
0.0561496991974068 "dcor" "null"
0.0614257030050857 "dcor" "null"
0.0657785656898343 "dcor" "null"
0.077203713003956 "dcor" "null"
0.0875679553671657 "dcor" "null"
0.0679787544599813 "dcor" "null"
0.0600287540450186 "dcor" "null"
0.0685991896671791 "dcor" "null"
0.0611851614228985 "dcor" "null"
0.0761461797540295 "dcor" "null"
0.0814906203816074 "dcor" "null"
0.0580881108690709 "dcor" "null"
0.0455233548486647 "dcor" "null"
0.0441820859390477 "dcor" "null"
0.0563452104517585 "dcor" "null"
0.0614314592631341 "dcor" "null"
0.0941921356927639 "dcor" "null"
0.0534831728437517 "dcor" "null"
0.0519230966040155 "dcor" "null"
0.0686038960764008 "dcor" "null"
0.0720239733494909 "dcor" "null"
0.0953687812682572 "dcor" "null"
0.0569621508866526 "dcor" "null"
0.0707906321552667 "dcor" "null"
0.0561560684536331 "dcor" "null"
0.0517318337836364 "dcor" "null"
0.0553840009724122 "dcor" "null"
0.0572832277653547 "dcor" "null"
0.0670317352500435 "dcor" "null"
0.0463008443580117 "dcor" "null"
0.0548410961297299 "dcor" "null"
0.0579429905580892 "dcor" "null"
0.0505482864804809 "dcor" "null"
0.0536300804337944 "dcor" "null"
0.0561604202587838 "dcor" "null"
0.0553428579410002 "dcor" "null"
0.0922730867150672 "dcor" "null"
0.0558791683582957 "dcor" "null"
0.0505434509811329 "dcor" "null"
0.0577557933315938 "dcor" "null"
0.0773072137526251 "dcor" "null"
0.065643571168981 "dcor" "null"
0.0741533470069178 "dcor" "null"
0.0499510729467619 "dcor" "null"
0.0707283958151654 "dcor" "null"
0.067071236886083 "dcor" "null"
0.0562970598301455 "dcor" "null"
0.0528097385766625 "dcor" "null"
0.0629698808834324 "dcor" "null"
0.0566119893089304 "dcor" "null"
0.0764410852319108 "dcor" "null"
0.0731592785153862 "dcor" "null"
0.0911843666024355 "dcor" "null"
0.0514445688637763 "dcor" "null"
0.0762343377240253 "dcor" "null"
0.079516491728616 "dcor" "null"
0.063597063061307 "dcor" "null"
0.0763972329747315 "dcor" "null"
0.0438506761726814 "dcor" "null"
0.0693051537042752 "dcor" "null"
0.0553770314819489 "dcor" "null"
0.0558665045615988 "dcor" "null"
0.0525909675871202 "dcor" "null"
0.052439781127824 "dcor" "null"
0.0444298136598684 "dcor" "null"
0.0575076873142489 "dcor" "null"
0.0498820717325962 "dcor" "null"
0.0828072424850723 "dcor" "null"
0.0479545604967506 "dcor" "null"
0.0546939196553483 "dcor" "null"
0.0596774105147397 "dcor" "null"
0.0556786799567416 "dcor" "null"
0.0737450586542481 "dcor" "null"
0.0483125078903816 "dcor" "null"
0.05605988516091 "dcor" "null"
0.0503364405413795 "dcor" "null"
0.0574107796723041 "dcor" "null"
0.0625428624715171 "dcor" "null"
0.0495605480328725 "dcor" "null"
0.0504812796205797 "dcor" "null"
0.0532968091777219 "dcor" "null"
0.0567594046409619 "dcor" "null"
0.0471125851770419 "dcor" "null"
0.056980039992182 "dcor" "null"
0.0589259973025974 "dcor" "null"
0.0515864373607783 "dcor" "null"
0.107601052133393 "dcor" "null"
0.0563415082744864 "dcor" "null"
0.0659485889464036 "dcor" "null"
0.0650479739861884 "dcor" "null"
0.0592730654173655 "dcor" "null"
0.0681801663316223 "dcor" "null"
0.0636144036209994 "dcor" "null"
0.0843248919854565 "dcor" "null"
0.0540928908423645 "dcor" "null"
0.0647584028945619 "dcor" "null"
0.0571653071921674 "dcor" "null"
0.0625797193387488 "dcor" "null"
0.0491053992095347 "dcor" "null"
0.0546141115769932 "dcor" "null"
0.0677773119118232 "dcor" "null"
0.0549333301493652 "dcor" "null"
0.0539616178386156 "dcor" "null"
0.0850727843555341 "dcor" "null"
0.0840390093765215 "dcor" "null"
0.0885295412788766 "dcor" "null"
0.0628679019048826 "dcor" "null"
0.0584459549002699 "dcor" "null"
0.0528347344278625 "dcor" "null"
0.0527446533204853 "dcor" "null"
0.0570354045690586 "dcor" "null"
0.0696896125542022 "dcor" "null"
0.0802549981633113 "dcor" "null"
0.0542693994306149 "dcor" "null"
0.0577923776466472 "dcor" "null"
0.104302472707573 "dcor" "null"
0.0757592942583245 "dcor" "null"
0.0476159433815968 "dcor" "null"
0.0605471778675681 "dcor" "null"
0.0541947254204847 "dcor" "null"
0.0576140638817532 "dcor" "null"
0.0686351410034764 "dcor" "null"
0.0824695265294604 "dcor" "null"
0.0595320037272119 "dcor" "null"
0.0816812952528067 "dcor" "null"
0.0473315952180488 "dcor" "null"
0.0421714617402026 "dcor" "null"
0.0636359920043132 "dcor" "null"
0.0725011895662076 "dcor" "null"
0.0470351979445081 "dcor" "null"
0.0560541249586368 "dcor" "null"
0.0535030533086967 "dcor" "null"
0.0619135845051691 "dcor" "null"
0.0524668536078981 "dcor" "null"
0.0652129263448151 "dcor" "null"
0.082270942524026 "dcor" "null"
0.0716079842266278 "dcor" "null"
0.0618648314176077 "dcor" "null"
0.0492201871605752 "dcor" "null"
0.0578310917244167 "dcor" "null"
0.0437263944886322 "dcor" "null"
0.107863302320676 "dcor" "null"
0.0692077471120666 "dcor" "null"
0.0838445659979956 "dcor" "null"
0.0520415540849316 "dcor" "null"
0.0523220504748337 "dcor" "null"
0.0630854931372382 "dcor" "null"
0.0529710573462437 "dcor" "null"
0.0587485663710129 "dcor" "null"
0.0624692275350976 "dcor" "null"
0.0497841015455917 "dcor" "null"
0.0741636157551532 "dcor" "null"
0.0400816223660636 "dcor" "null"
0.053057415559858 "dcor" "null"
0.0569307450363222 "dcor" "null"
0.0527617853410772 "dcor" "null"
0.0488485989835638 "dcor" "null"
0.05942468297795 "dcor" "null"
0.0772021766999216 "dcor" "null"
0.0616532040083138 "dcor" "null"
0.0704695402303228 "dcor" "null"
0.0898095860435525 "dcor" "null"
0.0477569529847418 "dcor" "null"
0.0518500865736399 "dcor" "null"
0.0780638963305001 "dcor" "null"
0.055002675133365 "dcor" "null"
0.0522922957531595 "dcor" "null"
0.0455193211717422 "dcor" "null"
0.051687223305937 "dcor" "null"
0.0564096209102584 "dcor" "null"
0.0600387626425159 "dcor" "null"
0.0611531913960879 "dcor" "null"
0.0791789478959525 "dcor" "null"
0.0438502742031903 "dcor" "null"
0.0685617139757313 "dcor" "null"
0.0808613392252956 "dcor" "null"
0.0625572673514507 "dcor" "null"
0.0513623724722309 "dcor" "null"
0.0551012794053273 "dcor" "null"
0.0492576205383219 "dcor" "null"
0.0608944214493858 "dcor" "null"
0.0890091219933086 "dcor" "null"
0.0736115035932217 "dcor" "null"
0.0532901321976813 "dcor" "null"
0.0516019443313304 "dcor" "null"
0.0695820782754213 "dcor" "null"
0.0739043990725504 "dcor" "null"
0.0508052826867736 "dcor" "null"
0.069668307193779 "dcor" "null"
